acupoint,internationalnumber,nickname,meridian,place,symptom,matchpoint,picture,massage,massage_no,moxibustion,moxibustion_no,cupping,cupping_no,puncture,puncture_no,scratch,scratch_no,five_element_point,yuan_primary_point,meridian_name,luo_connecting_point,intersection_point,fiveshu_point
然谷穴," KI2","龍淵 ",12,足內側緣，舟骨粗隆下方赤白肉際處，當公孫後1寸。《靈樞•本輸》：「然骨之下者也」；《針灸甲乙經》：「在足內踝前起大骨下陷者中」；《千金要方》：「在內踝前直下一寸」；《循經考穴編》：「去照海一寸，赤白肉際，與外側京骨相對」；《針灸集成》：「在公孫後一寸。,瀉熱、消脹、寧神。古典：卒心痛、暴脹、胸脅支滿、熱病、煩心、心如懸、善恐、喉痹、嗌內腫、喘、少氣、咳唾有血、癃疝、少腹脹、不嗜食、洞泄、消渴、黃疸、痿厥、癲疾、小便淋瀝、遺精、陰挺、不孕、經水漏、小兒臍風、口不開、善驚、脛酸不能久立、轉筋、足不能安地、足趾痛。現代：扁桃體炎、咽喉炎、膀胱炎、糖尿病、破傷風、功能失調性子宮出血。,淋瀝：曲骨、然谷。腎虛消渴：肺俞、腎俞、中膂俞、腰俞、然谷。足趾疼痛：然谷、太衝、湧泉。轉筋：承山、然谷。,https://1.bp.blogspot.com/-T_0gNzUtSFA/WPhHTP-W2QI/AAAAAAAARmk/ge5VstSzNmohfbMwqMucWiryGCGH2fs_QCK4B/s400/rangu.jpg,"按摩:用大拇指用力按揉200次,用於治療月經不調、陽痿、遺精等。",注意事項：力道可以稍重。,"艾灸:用艾條溫和灸5〜20分鐘,每天1次,可用於治療月經不調、陽痿、遺精等疾病。",注意事項：距皮膚2〜3公分熏灸。," "," "," "," "," "," ",火穴,NULL,足少陰腎經,NULL,NULL,滎穴
照海穴," KI6","陰蹻 ",12,"照海、水泉穴位橫斷面 (引自《嚴振國穴位解剖》)照海穴位 (引自《經絡與穴道》)足內側部，內踝尖正下方與距骨相接的凹陷處。《針灸甲乙經》：「在足內踝下一寸...須兩足相合，其穴自見。針入之後，切忌移動。」《千金要方》作「四分」。《神應經》：「前後有筋，上有踝骨，下有軟骨，其穴居中。」",養陰、寧神、利咽。古典：目痛、視昏如見星、面塵黑、咽乾、喉中閉塞、嗜臥、驚、善悲、卒疝、少腹痛、溺黃、小便淋澀、陰挺、月水不下、陰中腫痒、難產、胎衣不下、嘔泄、胃翻、便秘、腸鳴、腸風下血、昏迷、癎病夜發。現代：腎炎、前列腺炎、高血壓、失眠、慢性咽炎、梅核氣、足跟痛、足外翻。,便秘：支溝、照海。陰挺：曲泉、水泉、照海。婦人淋瀝：小腸俞、曲泉、照海。馬癎：心俞、鳩尾、照海。癲癎：巨闕、內關、豐隆、照海。  ,https://3.bp.blogspot.com/-mQQrzwrIUTU/WPiFZth20GI/AAAAAAAARpY/BoIFM8N9n50pMW-kBi3u1qb4z_ANYvaIwCK4B/s400/zhaohai.jpg,"按摩:用大拇指用力按揉200次,治療失眠、煩躁不寧等。"," ","艾灸:用艾條溫和灸5〜20分鐘,每天1次,可用於治療月經不調、痛經、赤白帶下、小便頻數等疾病。"," "," "," "," "," "," "," ",NULL,NULL,足少陰腎經,NULL,2,NULL
營池穴," EX-LE18","陰陽 ",,位於足內踝下緣前後凹陷處。每側二穴，左右計四穴。,月經過多，赤白帶下，腸出血，尿閉。,淋帶赤白：腎俞、血海、帶脈、中封、三陰交、中極、氣海、命門、神闕、蠡溝、營池。,https://1.bp.blogspot.com/-CZIlSRL6KqE/WQHSBKNNLlI/AAAAAAAATJ4/9ALb5IzIdQQ4mi6LULc97O3d9h20yzwawCK4B/s1600/ex-le18.jpg," "," "," "," "," "," "," "," "," "," ",NULL,NULL,NULL,NULL,NULL,NULL
牙痛穴,,,,位於耳垂前正中處（耳前下頜骨外緣凹陷處）。準確位置，相關資料上記載不是很多⾒。,由齲⿒，牙外傷，牙⿒過敏，急性牙髓炎，慢性牙髓炎等引起各種牙痛。還⽤於治療⾯神經⿇痺，⾯癱後遺症，⾯肌痙攣，流⾏性腮腺炎，下頜關節炎，三叉神經痛，中風性失語流誕。,,http://www.xueweimima.com/d/file/mm/2014-07-06/64c4b06d1f4b33f6b13b89121b906670.jpg,無,,,,,,,,,,NULL,NULL,NULL,NULL,NULL,NULL
牽正穴," EX-HN16"," ",,在耳垂前方0.5寸。,面神經麻痹，面肌痙攣，腮腺炎，口腔潰瘍，下牙痛。,面神經麻痹：牽正、翳風。不能皺眉：陽白。不能閉眼：攢竹、魚腰。不能聳鼻：四白。口角向下歪斜：地倉、顴髎、水溝。歪斜：兌端、地倉。面神經麻痹：牽正、地倉、合谷、勞宮。  ,https://2.bp.blogspot.com/-0JVmj79Lljw/WQAbRg4JIgI/AAAAAAAASyg/J5Hy6N73ZPM4su3JmBPHA7CsvFRQVpMZwCK4B/s400/qianzheng.png," "," "," "," "," "," "," "," "," "," ",NULL,NULL,NULL,NULL,NULL,NULL
犢鼻穴," ST35","外膝眼 ",14,膝部，屈膝時，髕骨與髕韌帶外側凹陷處。《針灸甲乙經》：「在膝下胻上，俠解大筋中。」《千金要方》：「在膝頭蓋骨上際外骨邊平處，以手按之得節解則是。一云在膝頭，近外三骨箕中動脈，以手按之得窟解是。」《醫學入門》：「在膝頭，眼外側大筋陷中。」,祛風濕，利膝關。古典：膝痛、腳氣、下肢麻痹、犢鼻腫。現代：膝關節及周圍軟組織病。,膝及膝下病：犢鼻、膝關、足三里、陽陵泉。膝不仁：犢鼻、髀關、陽陵泉。膝關節炎：犢鼻、梁丘、陽陵泉。,https://1.bp.blogspot.com/-Ucn0BGF1aJk/WPTFLuXUbqI/AAAAAAAARBQ/MJMomGVaSvMz6_V7CP_EhiuXLuC7RJxzQCK4B/s400/dubi.jpg,"按摩:用大拇指掐揉200次,可用於治療膝關節痛。","注意事項：長期敲擊 ,可改善下肢麻痹。","艾灸:用艾條温和灸5〜20分鐘,每天1次,可用來治療膝冷。",注意事項：以局部有溫熱感、無灼痛為宜。," "," "," "," "," "," ",NULL,NULL,足陽明胃經,NULL,NULL,NULL
獨陰穴," EX-LE11","獨會 ",,在足第二趾的跖側遠側趾間關節的中點。,胃痛，泛酸，嘔吐，小腹急痛，疝氣，積聚，難產，胎衣不下。,滯產：合谷、三陰交、獨陰、至陰。胞衣不下：肩井、氣海、中極、合谷、足三里、三陰交、至陰、獨陰。疝氣：氣衝、獨陰、大敦、太衝。 ,https://1.bp.blogspot.com/-8a1ZIDgmcpM/WQG9pdFYkhI/AAAAAAAATIE/oPOn2-DqVlUeoSz_BPikv6l5tuL8GYZfQCK4B/s320/duyin2.jpg," "," "," "," "," "," "," "," "," "," ",NULL,NULL,NULL,NULL,NULL,NULL
率谷穴," GB8","率角, 率骨, 蟀谷 ",13,"率谷穴位 (引自《經絡與穴道》)頭部耳尖:直上入髮際一寸五分處，當角孫穴正上方。《針灸甲乙經》：「在耳上入髮際一寸五分，…嚼而取之。」《銀海精微》：「將耳折轉，尖上比寸半盡處」；《循經考穴編》：「卷耳尖向前點著處宛宛中」；《針灸集成》「高于曲鬢，相距八分。」",祛風熱，利胸膈，鎮驚除煩。古典：頭痛，眩暈，嘔吐，煩滿，不能飲食，膈胃寒痰，醉酒風熱發，急慢驚風。現代：耳聾，感覺性失語。,偏正頭風：絲竹空、率谷。小兒急驚風：水溝、率谷、曲池。,https://3.bp.blogspot.com/-OLkHt3X3pUc/WPtdcrGP6kI/AAAAAAAASCM/Y_D5GhzTtfIrOQdG5hVWHXH7xd9_gcYnQCK4B/s400/shuaigu.jpg," "," "," "," "," "," "," "," "," "," ",NULL,NULL,足少陽膽經,NULL,NULL,NULL
玉堂穴," RN18","玉英 ",1,胸部正中線平第三肋間隙處，當胸骨體中點。《針灸甲乙經》：「在紫宮下一寸六分陷者中。」,寬胸，降逆。古典：胸滿，哮喘，胸肋痛，嘔吐，煩心，兩乳腫痛，喉痹咽腫。現代：氣管炎，胸膜炎，肋軟骨炎。,煩心嘔吐：玉堂、幽門。胸痛：玉堂、郄門。  ,https://4.bp.blogspot.com/-SWzHj3AbHUM/WP4XlhON0AI/AAAAAAAASjg/hhWyiZ_kFf4fRwcxiFbvapCKANoH3n4MQCK4B/s320/yutang.jpg,"按摩:用大拇指按揉200次,每天持續,能治療胸痛、咳嗽","注意事項：力道適中,以有酸脹感為宜。","艾灸:用艾條溫和灸玉堂5〜15分鐘,可以治療胸悶喘息、嘔吐寒痰。","注意事項：以局部有溫熱感 、無灼痛為宜。"," "," "," "," "," "," ",NULL,NULL,任脈,NULL,NULL,NULL
玉枕穴," BL9"," ",11,後頭部後髮際正中直上2.5寸（腦戶）旁開1.5寸凹陷處，與枕外隆凸上緣相平，當天柱直上2.5寸。《針灸甲乙經》：「挾腦戶旁一寸三分，起肉枕骨」，《千金要方》作「起肉枕骨上」。關於玉枕與絡卻之間的分寸各家記載有所出入，《針灸甲乙經》：「在絡卻後七分」，《千金要方》作「七分半」；《針灸資生經》：「《銅人》云玉枕在絡卻後一寸半，《明堂上、下經》皆云七分半。…予按《素問》注云玉枕在絡卻後七分，則與《明堂》之七分半相去不遠矣，固當從《素問》為準。然而玉枕二穴既夾腦戶矣，不應止七分則至於腦蓋也。《銅人》一寸半蓋有說焉，識者當有以辨之（今以諸經校勘，在絡卻後寸半者是）。」《靈樞經脈翼》：「在絡卻後一寸五分，或取後項上入髮際三寸，腦戶旁一寸三分」；現均從《銅人腧穴針灸圖經》作一寸五分。,祛風、明目、清神。古典：頭重、頭眩、項痛、惡風寒、嘔吐、癲疾，目系急痛、視不清，不能遠視、鼻塞無聞、卒起僵仆、失枕、耳聾。現代：近視、枕神經痛、口瘡、足痒。,頭風：囟會、玉枕。項痛：玉枕、完骨。鼻塞：玉枕、百會、當陽、頭臨泣。頭痛：風池、百會、合谷。,https://3.bp.blogspot.com/-6NQ87wZYv5o/WPcRsgDLCVI/AAAAAAAARZY/5mYRXVC849Mm9-qh2GH4rRfR4LsqovOcQCK4B/s400/yuzhen.jpg,"按摩:用大拇指按揉200次,能治療頭項強痛。"," ","艾灸:用艾條溫和灸5〜20分鐘,每天1次,可用於治療鼻塞、近視。"," "," "," "," "," "," "," ",NULL,NULL,足太陽膀胱經,NULL,NULL,NULL
球後穴," EX-HN7"," ",,在面部，當眶下緣外四分之一與內四分之三交界處。取穴時患者正坐仰靠，輕輕閉眼。,視神經炎，視神經萎縮，近視，青光眼，視網膜動，靜脈阻塞，視網膜色素變性，中心性漿液性視網膜炎，色覺異常。,視神經萎縮：球後、翳明。近視眼：球後。中心性漿液性視網膜炎：球後、臂臑、睛明、太陽。視網膜色素變性：睛明、球後、太陽、光明、太溪。視網膜靜脈阻塞：球後、腎俞、肝俞。,https://2.bp.blogspot.com/-LyRdLBb2zyQ/WP8cs3pZusI/AAAAAAAASrg/bkvr0Eekweo0ezwSaYFk6Mh9C2WcZF9SwCK4B/s400/qiuhou.jpg," "," "," "," "," "," "," "," "," "," ",NULL,NULL,NULL,NULL,NULL,NULL
璇璣穴," RN21"," ",1,胸部正中線天突下1寸，當胸骨柄正中處。《針灸甲乙經》：「在天突下一寸中央陷者中。」《醫宗金鑒》：「華蓋上一寸。」,宣肺，利咽。古典：哮喘，咳嗽，胸滿痛，水漿不下，喉痹咽腫。現代：支氣管炎，食管痙攣，賁門痙攣，梅核氣。,胃中有積：璇璣、足三里。喘促：璇璣、氣海。食管痙攣：天突、璇璣、內關。  ,https://2.bp.blogspot.com/-8GCRkT-i9DI/WP4GNMhJL8I/AAAAAAAASiA/6inzjCwcIxIGiTT3y6fDimDklPZGgROTwCK4B/s320/xuanji.jpg," "," "," "," "," "," "," "," "," "," ",NULL,NULL,任脈,NULL,NULL,NULL
環中穴," EX-LE13"," ",,位於臀部，當股骨大轉子與骶管裂孔連線的內1/3折點。亦即環跳穴與腰俞連線的中點處。側臥，屈上腿伸下腿取之，或用俯臥位取之。左右計2穴。,坐骨神經痛，腰、股、膝部痛。,坐骨神經痛：腎俞、大腸俞、環跳、環中、委中。,https://3.bp.blogspot.com/-5YK27FaLo2o/WQHEcY0i9wI/AAAAAAAATI4/dhsVmjAuuFMbhEr4b77QUNXv3OsQT_C1wCK4B/s400/ex-le13.jpg," "," "," "," "," "," "," "," "," "," ",NULL,NULL,NULL,NULL,NULL,NULL
環跳穴," GB30","環谷, 樞中, 樞合中, 髀厭, 髀樞, 髖骨 ",13,"環跳穴位橫斷面 (引自《嚴振國穴位解剖》)環跳穴位 (引自《經絡與穴道》)臀部，股骨大轉子後上方凹陷處。側臥屈股，當股骨大轉子突起點與骶管裂孔連線的外1/3折點。或于髂後上棘，坐骨結節與股骨大轉子突起部連線所圍成之三角形區的中央處定穴。《針灸甲乙經》：「在髀樞中。側臥，伸下足，屈上足取之。」《神應經》：「即硯子骨下宛宛中也」，硯(研)子骨指股骨。",利腰腿，祛風濕。古典：偏風，半身不遂，髀樞痛不可舉，腰脅相引急痛，髀筋瘈脛，腰胯痛不得轉側，冷風濕痹，痹不仁，股膝酸痛，脛痛不可屈伸，足麻痹，風疹。現代：坐骨神經痛，下肢癱瘓，股外側皮神經痛，臀部軟組織疾病、下肢痙攣。,髀樞中痛不可舉：環跳、束骨、交信、陰交。脛痛不可屈伸：環跳、內庭。足麻痹：環跳、陰陵泉、陽輔、太溪、至陰。腿膝酸疼痛：環跳、陽陵泉、丘墟。腿股酸痛：環跳、居髎、陽陵泉。半身不遂(下肢)：環跳、陽陵泉、足三里、崑崙、解溪。股外側皮神經痛：環跳、風市、中瀆、陽陵泉。  ,https://1.bp.blogspot.com/-p69ISkHsRek/WPtN8xm88pI/AAAAAAAASA4/2NnC-K0xWz0yB_uFN0S0W98x6g2zIAyPACK4B/s1600/huantiao.jpg,"按摩:用大拇指按揉或彈撥200次,每天持續,能治療腰腿痛。"," "," "," "," "," "," "," "," "," ",NULL,NULL,足少陽膽經,NULL,NULL,NULL
申脈穴," BL62","陽蹻 ",11,足外側部，外踝直下方凹陷處。《針灸甲乙經》：「在足外踝下陷者中，容爪甲許」；《銅人腧穴針灸圖經》補充：「白肉際」；《素問•刺腰痛論》王冰註：「外踝下五分」；《針灸大成》：「前後有筋，上有踝骨，下有軟骨，其穴居中。」即外踝下緣正中凹陷處。《針灸大全》：「在足外踝下微前，赤白肉際是穴」；《針方六集》：「一方云：取外踝尖下二寸，赤白肉際。」即當足跟外側面，跟骨滑車突下方。」,利腰腿、清頭目。古典：腰痛、足脛寒、頭風、頭痛、心驚、耳鳴、鼻衄、胸滿、自汗、目赤、手足冷麻、吹乳、耳聾、癲狂、癎症、胞衣不出、眩暈、腳氣紅腫、中風不語、半身不遂、口眼歪斜。現代：腦脊髓膜炎、美尼爾征、精神經分裂症、踝關節痛。,癲疾：後溪、前谷、申脈。腰痛不能舉：申脈、太衝。眩暈：完骨、申脈、太衝。  ,https://3.bp.blogspot.com/-9pf7QgwbU30/WPbluajtrZI/AAAAAAAARUc/XTTTn0vTXbczxX8qrTOv-Q9rm5lNAbpXQCK4B/s320/shenmai.jpg,"按摩:用大拇指按揉200次,每天持續,能治療失眠、頭痛、眩暈、目赤腫痛等疾病。"," ","艾灸:用艾條溫和灸5〜20分鐘,每天1次,可用於治療失眠、頭痛、眩暈等疾病。"," "," "," "," "," "," "," ",NULL,NULL,足太陽膀胱經,NULL,2,NULL
當陽穴," EX-HN2"," ",,位於頭前部當瞳৿直上，前髮際上1⼨。,緩解治療神經性頭痛、偏頭痛、⾚⽬腫痛、⿐炎等。,鼻塞：當陽、迎香、合谷。急性結膜炎：當陽、太陽、耳尖。  ,https://2.bp.blogspot.com/-ClwKWGZPIT8/WP71OpkPqFI/AAAAAAAASoY/NFDMn9mtEYAMgbIiznB9GFbtn54cr6OZwCK4B/s400/dangyang.jpg,"按摩:用大拇指按揉200次,每天持續,能治療眩暈、頭痛、失眠、健忘。","注意事項：力道適中,以有酸脹感為宜。"," "," "," "," "," "," ","刮痧:從前向後刮拭3~5分鐘,隔天1次,可用於治療頭痛、癲狂、癇證、失眠、驚悸等。","注意事項：艾灸時注意安全,避免灼燒頭髮。",NULL,NULL,NULL,NULL,NULL,NULL
痞根穴," EX-B4"," ",,在腰部，當第1腰椎棘突下，旁開3.5寸。,痞塊，肝脾腫大，疝痛，腰痛，腸炎，咳逆。,痞塊：痞根、脾俞、血海。,https://1.bp.blogspot.com/-GuetWfqefIk/WQBGDmFwYbI/AAAAAAAAS2c/aDisGybX2lA1Eq7RSu4y67UKH9F-ZTu3gCK4B/s1600/pigen.jpg,"按摩:大拇指按揉200次,能治療各種胃病、肝病。"," "," "," "," "," "," "," "," "," ",NULL,NULL,NULL,NULL,NULL,NULL
瘈脈穴," "," ",6,耳後，當翳風穴與角孫穴沿耳輪連線的下1／3與上2／3交界處,慢性結膜炎、月經期間腹瀉、眼睛模糊、痢疾、頭痛、大便溏(稀薄)、耳鳴、耳朵痛、耳聾、消化不良、腹瀉、,,https://i1.kknews.cc/SIG=2m6jitv/1s40005npsqq6pn93s6.jpg," "," "," "," "," "," "," "," "," "," ",NULL,NULL,手少陽三焦經,NULL,NULL,NULL
瘛脈穴," SJ18","資脈 ,瘈脈",6,頭部顳骨乳突中央，耳根後緣與耳後髮際之間，當翳風與角孫沿耳輪所連弧線的下1/3折點處。與聽會相平。《針灸甲乙經》：「在耳本後雞足青絡脈」；《循經考穴編》：「貼耳後翳風上，前與聽會相平」；《針灸集成》：「在翳風上一寸，稍近耳根」。,聰耳明目，鎮驚定癇古典：頭痛、瘛瘲、嘔吐、耳鳴、耳聾、耳後痛、目不明、小兒驚癇。現代：視力減退。,頭風、耳後痛：瘛脈、完骨。小兒驚癇瘛瘲：瘛脈、長強。  ,https://2.bp.blogspot.com/-rvDAR8abC9c/WPmzI1ljXnI/AAAAAAAAR3s/Fa4gq50MkJ0GYwKw2QVJ9_HJDoX52-HSQCK4B/s400/chimai.jpg," "," "," "," "," "," "," "," "," "," ",NULL,NULL,手少陽三焦經,NULL,NULL,NULL
白環俞穴," BL30"," ",11,骶部骶正中嵴旁開1.5寸，與第四骶後孔相平處，當下髎外方。《針灸甲乙經》：「在第二十一椎下兩傍各一寸五分處」。,清利濕熱、健腰腿。古典：腰脊強痛、小便黃赤、疝痛、手足不仁、大小便不利、遺精、血崩、帶下、月經不調、不孕、脫肛、痔、腳膝不遂、虛勞骨蒸。現代：坐骨神經痛、下肢癱瘓、盆腔炎、子宮內膜炎、前列腺炎、肛門疾患、脊髓灰質炎後遺症。,背連腰痛：白環俞、委中。大小便不利：大腸俞、白環俞、承扶。脫肛：長強、白環俞、承山。慢性盆腔炎：白環俞、子宮、血海、三陰交。  ,https://1.bp.blogspot.com/-4SJIsZI7K1g/WPeFDZq2HCI/AAAAAAAARlg/QXIpw_qAhfc_RZK9boPmkqAvJsuRBEZLwCK4B/s400/baihuanshu.jpg,"按摩:用大揭指按揉200次,每天持續,能治療腰腿痛。"," ","艾灸:用艾條灸5〜20分鐘,每天1次,可用於治療白帶異常、疝氣、遺精、月經不調等疾病。"," "," "," "," "," "," "," ",NULL,NULL,足太陽膀胱經,NULL,NULL,NULL
百會穴," DU20","三陽五會, 上天會, 天滿, 泥丸宮, 巔上 ",8,"百會穴位 (引自《經絡與穴道》)頭頂正中線前髮際後5寸處，約當兩耳尖直上頭頂中央。《針灸甲乙經》：「在前頂後一寸五分，頂中央旋毛中，陷可容指。」《神應經》：「去前髮際五寸、後髮際七寸」；《十四經發揮》：「直兩耳尖」，意為將兩耳郭折前使出現耳尖，當兩耳尖直對頭頂中央。",平肝熄風，安神，醒腦，開竅，明目，升提陽氣。古典：頭痛、頂上痛、風頭重，目如脫，眩暉、心煩、驚悸怔忡、失眠、健忘、中風、癲疾、驚悸、角弓反張、痙；痎瘧、耳鳴、泄瀉、便秘、脫肛、耳鳴、耳聾、鼻塞不聞香臭、頭不可左右顧、熱病汗出而善嘔。現代：高血壓，低血壓，休克，競技綜合征，抑鬱症，神經衰弱，精神分裂症，遺尿，子宮脫垂，舞蹈病，鼻炎，鼻竇炎，偏癱。,驚悸：百會、神道、天井、液門。頭風：百會、腦空、天柱。小兒脫肛：百會、長強、大腸俞。頭項俱痛：百會、後頂、合谷。發狂：百會、間使、復溜、陰谷、足三里。痛風：百會、環跳。休克：百會、內關、水溝。  ,https://4.bp.blogspot.com/-g3XLDvjCOQk/WPzfIM4dpgI/AAAAAAAASWU/NizwhCEI9YcLvPozFZvUsOlCMhMJfZgegCK4B/s1600/baihui2.jpg,"按摩:用大拇指按揉200次,能治療眩暈、頭痛。"," ","艾灸:用艾條溫和灸5〜20分鐘,可治療脫肛、陰挺。"," "," "," "," "," "," "," ",NULL,NULL,督脈,NULL,7,NULL
